DATE,WILL5000INDFC
1999-10-18,36.95
1999-10-19,37.20
1999-10-20,37.95
1999-10-21,37.80
1999-10-22,38.31
1999-10-25,38.15
1999-10-26,37.86
1999-10-27,38.24
1999-10-28,39.46
1999-10-29,40.17
1999-11-01,40.02
1999-11-02,39.91
1999-11-03,40.18
1999-11-04,40.45
1999-11-05,40.77
1999-11-08,40.96
1999-11-09,40.62
1999-11-10,40.85
1999-11-11,41.00
1999-11-12,41.47
1999-11-15,41.47
1999-11-16,42.23
1999-11-17,41.99
1999-11-18,42.46
1999-11-19,42.39
1999-11-22,42.40
1999-11-23,41.86
1999-11-24,42.24
1999-11-25,.
1999-11-26,42.32
1999-11-29,42.05
1999-11-30,41.52
1999-12-01,41.75
1999-12-02,42.22
1999-12-03,42.91
1999-12-06,42.71
1999-12-07,42.53
1999-12-08,42.47
1999-12-09,42.60
1999-12-10,42.83
1999-12-13,42.82
1999-12-14,42.30
1999-12-15,42.51
1999-12-16,42.75
1999-12-17,42.83
1999-12-20,42.83
1999-12-21,43.36
1999-12-22,43.56
1999-12-23,44.14
1999-12-24,.
1999-12-27,44.05
1999-12-28,44.14
1999-12-29,44.41
1999-12-30,44.42
1999-12-31,44.67
2000-01-03,44.34
2000-01-04,42.59
2000-01-05,42.62
2000-01-06,42.49
2000-01-07,43.66
2000-01-10,44.39
2000-01-11,43.71
2000-01-12,43.44
2000-01-13,44.10
2000-01-14,44.63
2000-01-17,.
2000-01-18,44.51
2000-01-19,44.67
2000-01-20,44.56
2000-01-21,44.63
2000-01-24,43.46
2000-01-25,43.70
2000-01-26,43.52
2000-01-27,43.34
2000-01-28,42.12
2000-01-31,42.81
2000-02-01,43.34
2000-02-02,43.42
2000-02-03,44.04
2000-02-04,44.03
2000-02-07,44.16
2000-02-08,44.71
2000-02-09,43.88
2000-02-10,44.13
2000-02-11,43.34
2000-02-14,43.45
2000-02-15,43.72
2000-02-16,43.47
2000-02-17,43.67
2000-02-18,42.51
2000-02-21,.
2000-02-22,42.59
2000-02-23,43.06
2000-02-24,43.03
2000-02-25,42.57
2000-02-28,42.96
2000-02-29,43.77
2000-03-01,44.37
2000-03-02,44.37
2000-03-03,45.36
2000-03-06,44.97
2000-03-07,44.02
2000-03-08,44.30
2000-03-09,45.40
2000-03-10,45.22
2000-03-13,44.61
2000-03-14,43.64
2000-03-15,44.12
2000-03-16,46.06
2000-03-17,46.29
2000-03-20,45.57
2000-03-21,46.53
2000-03-22,47.09
2000-03-23,47.78
2000-03-24,47.84
2000-03-27,47.69
2000-03-28,47.05
2000-03-29,46.66
2000-03-30,45.85
2000-03-31,46.37
2000-04-03,45.81
2000-04-04,45.27
2000-04-05,45.25
2000-04-06,45.90
2000-04-07,46.53
2000-04-10,45.69
2000-04-11,45.34
2000-04-12,44.09
2000-04-13,43.27
2000-04-14,40.48
2000-04-17,41.70
2000-04-18,43.25
2000-04-19,42.91
2000-04-20,43.00
2000-04-21,.
2000-04-24,42.60
2000-04-25,44.16
2000-04-26,43.65
2000-04-27,43.97
2000-04-28,43.96
2000-05-01,44.56
2000-05-02,43.69
2000-05-03,42.79
2000-05-04,42.80
2000-05-05,43.46
2000-05-08,43.07
2000-05-09,42.60
2000-05-10,41.53
2000-05-11,42.36
2000-05-12,42.71
2000-05-15,43.65
2000-05-16,44.18
2000-05-17,43.59
2000-05-18,43.14
2000-05-19,42.17
2000-05-22,41.89
2000-05-23,40.97
2000-05-24,41.60
2000-05-25,41.09
2000-05-26,40.99
2000-05-29,.
2000-05-30,42.50
2000-05-31,42.42
2000-06-01,43.45
2000-06-02,44.64
2000-06-05,44.46
2000-06-06,44.35
2000-06-07,44.61
2000-06-08,44.35
2000-06-09,44.35
2000-06-12,43.85
2000-06-13,44.50
2000-06-14,44.44
2000-06-15,44.66
2000-06-16,44.33
2000-06-19,45.05
2000-06-20,44.93
2000-06-21,45.07
2000-06-22,44.24
2000-06-23,43.82
2000-06-26,44.23
2000-06-27,44.02
2000-06-28,44.33
2000-06-29,44.02
2000-06-30,44.29
2000-07-03,44.73
2000-07-04,.
2000-07-05,44.02
2000-07-06,44.40
2000-07-07,45.06
2000-07-10,44.99
2000-07-11,45.07
2000-07-12,45.62
2000-07-13,45.84
2000-07-14,46.27
2000-07-17,46.33
2000-07-18,45.72
2000-07-19,45.22
2000-07-20,45.81
2000-07-21,45.21
2000-07-24,44.59
2000-07-25,44.83
2000-07-26,44.26
2000-07-27,43.92
2000-07-28,42.95
2000-07-31,43.39
2000-08-01,43.50
2000-08-02,43.51
2000-08-03,43.96
2000-08-04,44.34
2000-08-07,44.85
2000-08-08,44.91
2000-08-09,44.65
2000-08-10,44.24
2000-08-11,44.63
2000-08-14,45.19
2000-08-15,44.98
2000-08-16,44.90
2000-08-17,45.41
2000-08-18,45.30
2000-08-21,45.51
2000-08-22,45.51
2000-08-23,45.77
2000-08-24,45.93
2000-08-25,45.91
2000-08-28,46.13
2000-08-29,46.09
2000-08-30,46.03
2000-08-31,46.54
2000-09-01,46.70
2000-09-04,.
2000-09-05,46.28
2000-09-06,45.78
2000-09-07,46.14
2000-09-08,45.80
2000-09-11,45.62
2000-09-12,45.43
2000-09-13,45.55
2000-09-14,45.56
2000-09-15,45.04
2000-09-18,44.24
2000-09-19,44.78
2000-09-20,44.61
2000-09-21,44.43
2000-09-22,44.57
2000-09-25,44.33
2000-09-26,43.94
2000-09-27,43.88
2000-09-28,44.93
2000-09-29,44.37
2000-10-02,44.07
2000-10-03,43.56
2000-10-04,43.85
2000-10-05,43.76
2000-10-06,42.84
2000-10-09,42.71
2000-10-10,42.10
2000-10-11,41.41
2000-10-12,40.28
2000-10-13,41.75
2000-10-16,41.84
2000-10-17,41.05
2000-10-18,40.74
2000-10-19,42.20
2000-10-20,42.58
2000-10-23,42.58
2000-10-24,42.54
2000-10-25,41.52
2000-10-26,41.54
2000-10-27,41.94
2000-10-30,42.29
2000-10-31,43.42
2000-11-01,43.23
2000-11-02,43.67
2000-11-03,43.66
2000-11-06,43.73
2000-11-07,43.72
2000-11-08,42.91
2000-11-09,42.51
2000-11-10,41.40
2000-11-13,40.86
2000-11-14,41.92
2000-11-15,42.18
2000-11-16,41.52
2000-11-17,41.32
2000-11-20,40.34
2000-11-21,40.35
2000-11-22,39.53
2000-11-23,.
2000-11-24,40.32
2000-11-27,40.45
2000-11-28,39.82
2000-11-29,39.90
2000-11-30,39.10
2000-12-01,39.30
2000-12-04,39.46
2000-12-05,41.20
2000-12-06,40.49
2000-12-07,40.27
2000-12-08,41.37
2000-12-11,41.84
2000-12-12,41.43
2000-12-13,40.99
2000-12-14,40.28
2000-12-15,39.51
2000-12-18,39.79
2000-12-19,39.17
2000-12-20,37.81
2000-12-21,38.02
2000-12-22,39.16
2000-12-25,.
2000-12-26,39.39
2000-12-27,39.93
2000-12-28,40.29
2000-12-29,39.80
2001-01-01,.
2001-01-02,38.46
2001-01-03,40.48
2001-01-04,39.97
2001-01-05,38.82
2001-01-08,38.71
2001-01-09,38.91
2001-01-10,39.46
2001-01-11,39.99
2001-01-12,39.84
2001-01-15,.
2001-01-16,40.12
2001-01-17,40.26
2001-01-18,40.72
2001-01-19,40.51
2001-01-22,40.53
2001-01-23,41.16
2001-01-24,41.32
2001-01-25,41.01
2001-01-26,40.98
2001-01-29,41.35
2001-01-30,41.61
2001-01-31,41.33
2001-02-01,41.50
2001-02-02,40.66
2001-02-05,40.78
2001-02-06,40.81
2001-02-07,40.48
2001-02-08,40.22
2001-02-09,39.67
2001-02-12,40.09
2001-02-13,39.75
2001-02-14,39.74
2001-02-15,40.10
2001-02-16,39.37
2001-02-19,.
2001-02-20,38.64
2001-02-21,37.96
2001-02-22,37.79
2001-02-23,37.64
2001-02-26,38.37
2001-02-27,37.95
2001-02-28,37.41
2001-03-01,37.42
2001-03-02,37.24
2001-03-05,37.44
2001-03-06,37.83
2001-03-07,38.07
2001-03-08,38.04
2001-03-09,37.12
2001-03-12,35.54
2001-03-13,36.08
2001-03-14,35.20
2001-03-15,35.33
2001-03-16,34.59
2001-03-19,35.23
2001-03-20,34.42
2001-03-21,33.77
2001-03-22,33.62
2001-03-23,34.32
2001-03-26,34.71
2001-03-27,35.53
2001-03-28,34.64
2001-03-29,34.47
2001-03-30,34.89
2001-04-02,34.35
2001-04-03,33.11
2001-04-04,33.00
2001-04-05,34.52
2001-04-06,33.83
2001-04-09,34.13
2001-04-10,35.09
2001-04-11,35.05
2001-04-12,35.59
2001-04-13,.
2001-04-16,35.43
2001-04-17,35.82
2001-04-18,37.20
2001-04-19,37.73
2001-04-20,37.42
2001-04-23,36.81
2001-04-24,36.40
2001-04-25,37.00
2001-04-26,37.19
2001-04-27,37.75
2001-04-30,37.76
2001-05-01,38.27
2001-05-02,38.38
2001-05-03,37.79
2001-05-04,38.34
2001-05-07,38.22
2001-05-08,38.18
2001-05-09,38.01
2001-05-10,37.99
2001-05-11,37.72
2001-05-14,37.77
2001-05-15,37.81
2001-05-16,38.85
2001-05-17,39.06
2001-05-18,39.15
2001-05-21,39.87
2001-05-22,39.81
2001-05-23,39.15
2001-05-24,39.30
2001-05-25,38.91
2001-05-28,.
2001-05-29,38.52
2001-05-30,37.86
2001-05-31,38.14
2001-06-01,38.34
2001-06-04,38.53
2001-06-05,39.10
2001-06-06,38.72
2001-06-07,38.93
2001-06-08,38.56
2001-06-11,38.19
2001-06-12,38.21
2001-06-13,37.82
2001-06-14,37.09
2001-06-15,36.93
2001-06-18,36.71
2001-06-19,36.79
2001-06-20,37.18
2001-06-21,37.54
2001-06-22,37.18
2001-06-25,36.98
2001-06-26,36.99
2001-06-27,36.91
2001-06-28,37.39
2001-06-29,37.50
2001-07-02,37.73
2001-07-03,37.66
2001-07-04,.
2001-07-05,37.21
2001-07-06,36.37
2001-07-09,36.59
2001-07-10,36.06
2001-07-11,36.00
2001-07-12,36.87
2001-07-13,37.08
2001-07-16,36.66
2001-07-17,37.04
2001-07-18,36.79
2001-07-19,36.99
2001-07-20,36.88
2001-07-23,36.33
2001-07-24,35.72
2001-07-25,36.22
2001-07-26,36.64
2001-07-27,36.73
2001-07-30,36.70
2001-07-31,36.88
2001-08-01,37.05
2001-08-02,37.18
2001-08-03,37.00
2001-08-06,36.58
2001-08-07,36.66
2001-08-08,36.04
2001-08-09,36.03
2001-08-10,36.20
2001-08-13,36.28
2001-08-14,36.18
2001-08-15,35.93
2001-08-16,36.01
2001-08-17,35.44
2001-08-20,35.69
2001-08-21,35.28
2001-08-22,35.52
2001-08-23,35.42
2001-08-24,36.06
2001-08-27,35.92
2001-08-28,35.41
2001-08-29,35.07
2001-08-30,34.50
2001-08-31,34.65
2001-09-03,.
2001-09-04,34.62
2001-09-05,34.51
2001-09-06,33.79
2001-09-07,33.18
2001-09-10,33.30
2001-09-11,.
2001-09-12,.
2001-09-13,.
2001-09-14,.
2001-09-17,31.61
2001-09-18,31.36
2001-09-19,30.84
2001-09-20,29.91
2001-09-21,29.34
2001-09-24,30.45
2001-09-25,30.68
2001-09-26,30.49
2001-09-27,30.83
2001-09-28,31.53
2001-10-01,31.39
2001-10-02,31.75
2001-10-03,32.46
2001-10-04,32.43
2001-10-05,32.45
2001-10-08,32.19
2001-10-09,32.03
2001-10-10,32.79
2001-10-11,33.35
2001-10-12,33.16
2001-10-15,33.13
2001-10-16,33.38
2001-10-17,32.72
2001-10-18,32.47
2001-10-19,32.65
2001-10-22,33.14
2001-10-23,32.98
2001-10-24,33.00
2001-10-25,33.47
2001-10-26,33.61
2001-10-29,32.84
2001-10-30,32.27
2001-10-31,32.34
2001-11-01,33.01
2001-11-02,33.07
2001-11-05,33.53
2001-11-06,34.02
2001-11-07,33.94
2001-11-08,33.98
2001-11-09,34.01
2001-11-12,33.98
2001-11-13,34.61
2001-11-14,34.72
2001-11-15,34.73
2001-11-16,34.65
2001-11-19,35.04
2001-11-20,34.77
2001-11-21,34.61
2001-11-22,.
2001-11-23,35.01
2001-11-26,35.26
2001-11-27,35.07
2001-11-28,34.46
2001-11-29,34.85
2001-11-30,34.81
2001-12-03,34.52
2001-12-04,35.02
2001-12-05,35.82
2001-12-06,35.78
2001-12-07,35.53
2001-12-10,34.99
2001-12-11,34.93
2001-12-12,34.94
2001-12-13,34.42
2001-12-14,34.54
2001-12-17,34.89
2001-12-18,35.18
2001-12-19,35.33
2001-12-20,35.01
2001-12-21,35.21
2001-12-24,35.23
2001-12-25,.
2001-12-26,35.41
2001-12-27,35.65
2001-12-28,35.80
2001-12-31,35.43
2002-01-01,.
2002-01-02,35.58
2002-01-03,35.93
2002-01-04,36.18
2002-01-07,35.94
2002-01-08,35.86
2002-01-09,35.70
2002-01-10,35.72
2002-01-11,35.42
2002-01-14,35.13
2002-01-15,35.37
2002-01-16,34.81
2002-01-17,35.17
2002-01-18,34.80
2002-01-21,.
2002-01-22,34.52
2002-01-23,34.84
2002-01-24,34.99
2002-01-25,35.02
2002-01-28,35.04
2002-01-29,34.17
2002-01-30,34.53
2002-01-31,34.99
2002-02-01,34.75
2002-02-04,33.94
2002-02-05,33.82
2002-02-06,33.57
2002-02-07,33.43
2002-02-08,33.96
2002-02-11,34.42
2002-02-12,34.31
2002-02-13,34.65
2002-02-14,34.57
2002-02-15,34.20
2002-02-18,.
2002-02-19,33.55
2002-02-20,33.99
2002-02-21,33.48
2002-02-22,33.75
2002-02-25,34.31
2002-02-26,34.35
2002-02-27,34.37
2002-02-28,34.27
2002-03-01,35.03
2002-03-04,35.72
2002-03-05,35.53
2002-03-06,36.03
2002-03-07,35.88
2002-03-08,36.13
2002-03-11,36.24
2002-03-12,36.14
2002-03-13,35.82
2002-03-14,35.81
2002-03-15,36.19
2002-03-18,36.23
2002-03-19,36.36
2002-03-20,35.82
2002-03-21,35.93
2002-03-22,35.77
2002-03-25,35.26
2002-03-26,35.48
2002-03-27,35.68
2002-03-28,35.77
2002-03-29,.
2002-04-01,35.74
2002-04-02,35.42
2002-04-03,35.08
2002-04-04,35.12
2002-04-05,35.04
2002-04-08,35.17
2002-04-09,34.97
2002-04-10,35.38
2002-04-11,34.61
2002-04-12,34.90
2002-04-15,34.67
2002-04-16,35.44
2002-04-17,35.35
2002-04-18,35.31
2002-04-19,35.33
2002-04-22,34.81
2002-04-23,34.63
2002-04-24,34.42
2002-04-25,34.39
2002-04-26,33.92
2002-04-29,33.63
2002-04-30,34.03
2002-05-01,34.29
2002-05-02,34.23
2002-05-03,33.91
2002-05-06,33.29
2002-05-07,33.17
2002-05-08,34.33
2002-05-09,33.85
2002-05-10,33.30
2002-05-13,33.88
2002-05-14,34.62
2002-05-15,34.48
2002-05-16,34.60
2002-05-17,34.84
2002-05-20,34.40
2002-05-21,34.01
2002-05-22,34.13
2002-05-23,34.49
2002-05-24,34.10
2002-05-27,.
2002-05-28,33.85
2002-05-29,33.64
2002-05-30,33.56
2002-05-31,33.63
2002-06-03,32.83
2002-06-04,32.79
2002-06-05,33.05
2002-06-06,32.44
2002-06-07,32.46
2002-06-10,32.53
2002-06-11,31.99
2002-06-12,32.16
2002-06-13,31.82
2002-06-14,31.80
2002-06-17,32.67
2002-06-18,32.68
2002-06-19,32.16
2002-06-20,31.74
2002-06-21,31.27
2002-06-24,31.32
2002-06-25,30.81
2002-06-26,30.72
2002-06-27,31.23
2002-06-28,31.26
2002-07-01,30.55
2002-07-02,29.86
2002-07-03,29.99
2002-07-04,.
2002-07-05,31.04
2002-07-08,30.66
2002-07-09,29.96
2002-07-10,29.06
2002-07-11,29.20
2002-07-12,29.04
2002-07-15,28.91
2002-07-16,28.49
2002-07-17,28.66
2002-07-18,27.89
2002-07-19,26.95
2002-07-22,26.09
2002-07-23,25.35
2002-07-24,26.70
2002-07-25,26.58
2002-07-26,26.98
2002-07-29,28.43
2002-07-30,28.56
2002-07-31,28.74
2002-08-01,27.97
2002-08-02,27.31
2002-08-05,26.41
2002-08-06,27.20
2002-08-07,27.69
2002-08-08,28.52
2002-08-09,28.61
2002-08-12,28.49
2002-08-13,27.89
2002-08-14,28.92
2002-08-15,29.26
2002-08-16,29.29
2002-08-19,29.91
2002-08-20,29.52
2002-08-21,29.92
2002-08-22,30.31
2002-08-23,29.65
2002-08-26,29.90
2002-08-27,29.44
2002-08-28,28.93
2002-08-29,28.98
2002-08-30,28.91
2002-09-02,.
2002-09-03,27.78
2002-09-04,28.29
2002-09-05,27.84
2002-09-06,28.34
2002-09-09,28.60
2002-09-10,28.79
2002-09-11,28.78
2002-09-12,28.11
2002-09-13,28.22
2002-09-16,28.22
2002-09-17,27.69
2002-09-18,27.57
2002-09-19,26.77
2002-09-20,26.83
2002-09-23,26.44
2002-09-24,26.04
2002-09-25,26.66
2002-09-26,27.13
2002-09-27,26.34
2002-09-30,26.01
2002-10-01,26.92
2002-10-02,26.30
2002-10-03,26.01
2002-10-04,25.43
2002-10-07,24.91
2002-10-08,25.28
2002-10-09,24.58
2002-10-10,25.42
2002-10-11,26.36
2002-10-14,26.55
2002-10-15,27.76
2002-10-16,27.09
2002-10-17,27.73
2002-10-18,27.87
2002-10-21,28.33
2002-10-22,28.01
2002-10-23,28.23
2002-10-24,27.84
2002-10-25,28.30
2002-10-28,28.07
2002-10-29,27.82
2002-10-30,28.11
2002-10-31,28.00
2002-11-01,28.48
2002-11-04,28.71
2002-11-05,28.89
2002-11-06,29.18
2002-11-07,28.54
2002-11-08,28.29
2002-11-11,27.70
2002-11-12,27.93
2002-11-13,27.94
2002-11-14,28.61
2002-11-15,28.79
2002-11-18,28.51
2002-11-19,28.37
2002-11-20,28.91
2002-11-21,29.53
2002-11-22,29.46
2002-11-25,29.57
2002-11-26,28.97
2002-11-27,29.77
2002-11-28,.
2002-11-29,29.69
2002-12-02,29.67
2002-12-03,29.21
2002-12-04,29.11
2002-12-05,28.79
2002-12-06,28.97
2002-12-09,28.33
2002-12-10,28.73
2002-12-11,28.75
2002-12-12,28.68
2002-12-13,28.30
2002-12-16,28.92
2002-12-17,28.69
2002-12-18,28.32
2002-12-19,28.12
2002-12-20,28.47
2002-12-23,28.54
2002-12-24,28.39
2002-12-25,.
2002-12-26,28.34
2002-12-27,27.91
2002-12-30,28.01
2002-12-31,28.04
2003-01-01,.
2003-01-02,28.91
2003-01-03,28.89
2003-01-06,29.49
2003-01-07,29.29
2003-01-08,28.90
2003-01-09,29.44
2003-01-10,29.45
2003-01-13,29.40
2003-01-14,29.56
2003-01-15,29.19
2003-01-16,29.09
2003-01-17,28.68
2003-01-20,.
2003-01-21,28.25
2003-01-22,27.99
2003-01-23,28.27
2003-01-24,27.50
2003-01-27,27.05
2003-01-28,27.38
2003-01-29,27.56
2003-01-30,26.99
2003-01-31,27.34
2003-02-03,27.44
2003-02-04,27.08
2003-02-05,26.95
2003-02-06,26.79
2003-02-07,26.50
2003-02-10,26.69
2003-02-11,26.50
2003-02-12,26.17
2003-02-13,26.11
2003-02-14,26.60
2003-02-17,.
2003-02-18,27.12
2003-02-19,26.94
2003-02-20,26.72
2003-02-21,27.07
2003-02-24,26.60
2003-02-25,26.78
2003-02-26,26.46
2003-02-27,26.76
2003-02-28,26.87
2003-03-03,26.70
2003-03-04,26.32
2003-03-05,26.52
2003-03-06,26.30
2003-03-07,26.50
2003-03-10,25.87
2003-03-11,25.66
2003-03-12,25.74
2003-03-13,26.61
2003-03-14,26.64
2003-03-17,27.54
2003-03-18,27.67
2003-03-19,27.87
2003-03-20,27.95
2003-03-21,28.56
2003-03-24,27.60
2003-03-25,27.94
2003-03-26,27.78
2003-03-27,27.76
2003-03-28,27.63
2003-03-31,27.18
2003-04-01,27.48
2003-04-02,28.18
2003-04-03,28.05
2003-04-04,28.09
2003-04-07,28.14
2003-04-08,28.08
2003-04-09,27.73
2003-04-10,27.88
2003-04-11,27.79
2003-04-14,28.31
2003-04-15,28.48
2003-04-16,28.17
2003-04-17,28.60
2003-04-18,.
2003-04-21,28.58
2003-04-22,29.16
2003-04-23,29.41
2003-04-24,29.18
2003-04-25,28.80
2003-04-28,29.30
2003-04-29,29.40
2003-04-30,29.41
2003-05-01,29.40
2003-05-02,29.86
2003-05-05,29.80
2003-05-06,30.04
2003-05-07,29.91
2003-05-08,29.62
2003-05-09,30.04
2003-05-12,30.41
2003-05-13,30.35
2003-05-14,30.28
2003-05-15,30.50
2003-05-16,30.41
2003-05-19,29.71
2003-05-20,29.68
2003-05-21,29.81
2003-05-22,30.09
2003-05-23,30.17
2003-05-26,.
2003-05-27,30.75
2003-05-28,30.81
2003-05-29,30.72
2003-05-30,31.20
2003-06-02,31.32
2003-06-03,31.44
2003-06-04,31.93
2003-06-05,32.10
2003-06-06,32.00
2003-06-09,31.59
2003-06-10,31.89
2003-06-11,32.30
2003-06-12,32.36
2003-06-13,32.02
2003-06-16,32.70
2003-06-17,32.73
2003-06-18,32.68
2003-06-19,32.20
2003-06-20,32.22
2003-06-23,31.74
2003-06-24,31.80
2003-06-25,31.62
2003-06-26,31.97
2003-06-27,31.72
2003-06-30,31.66
2003-07-01,31.89
2003-07-02,32.31
2003-07-03,32.08
2003-07-04,.
2003-07-07,32.68
2003-07-08,32.85
2003-07-09,32.73
2003-07-10,32.29
2003-07-11,32.59
2003-07-14,32.82
2003-07-15,32.70
2003-07-16,32.49
2003-07-17,32.03
2003-07-18,32.38
2003-07-21,31.93
2003-07-22,32.23
2003-07-23,32.27
2003-07-24,32.08
2003-07-25,32.56
2003-07-28,32.55
2003-07-29,32.37
2003-07-30,32.33
2003-07-31,32.43
2003-08-01,32.08
2003-08-04,32.12
2003-08-05,31.58
2003-08-06,31.59
2003-08-07,31.78
2003-08-08,31.88
2003-08-11,32.02
2003-08-12,32.36
2003-08-13,32.20
2003-08-14,32.40
2003-08-15,32.43
2003-08-18,32.76
2003-08-19,32.89
2003-08-20,32.86
2003-08-21,33.01
2003-08-22,32.66
2003-08-25,32.58
2003-08-26,32.74
2003-08-27,32.80
2003-08-28,33.03
2003-08-29,33.20
2003-09-01,.
2003-09-02,33.66
2003-09-03,33.81
2003-09-04,33.88
2003-09-05,33.68
2003-09-08,34.03
2003-09-09,33.77
2003-09-10,33.30
2003-09-11,33.51
2003-09-12,33.59
2003-09-15,33.48
2003-09-16,33.94
2003-09-17,33.85
2003-09-18,34.27
2003-09-19,34.20
2003-09-22,33.77
2003-09-23,33.99
2003-09-24,33.36
2003-09-25,33.09
2003-09-26,32.82
2003-09-29,33.15
2003-09-30,32.84
2003-10-01,33.55
2003-10-02,33.65
2003-10-03,34.00
2003-10-06,34.17
2003-10-07,34.35
2003-10-08,34.18
2003-10-09,34.36
2003-10-10,34.34
2003-10-13,34.62
2003-10-14,34.77
2003-10-15,34.65
2003-10-16,34.77
2003-10-17,34.39
2003-10-20,34.53
2003-10-21,34.62
2003-10-22,34.08
2003-10-23,34.16
2003-10-24,34.00
2003-10-27,34.15
2003-10-28,34.68
2003-10-29,34.77
2003-10-30,34.74
2003-10-31,34.84
2003-11-03,35.16
2003-11-04,35.00
2003-11-05,34.98
2003-11-06,35.19
2003-11-07,35.08
2003-11-10,34.83
2003-11-11,34.76
2003-11-12,35.22
2003-11-13,35.23
2003-11-14,34.95
2003-11-17,34.70
2003-11-18,34.40
2003-11-19,34.65
2003-11-20,34.38
2003-11-21,34.46
2003-11-24,35.05
2003-11-25,35.15
2003-11-26,35.30
2003-11-27,.
2003-11-28,35.33
2003-12-01,35.74
2003-12-02,35.64
2003-12-03,35.51
2003-12-04,35.61
2003-12-05,35.34
2003-12-08,35.59
2003-12-09,35.26
2003-12-10,35.16
2003-12-11,35.62
2003-12-12,35.74
2003-12-15,35.47
2003-12-16,35.66
2003-12-17,35.71
2003-12-18,36.15
2003-12-19,36.14
2003-12-22,36.28
2003-12-23,36.41
2003-12-24,36.35
2003-12-25,.
2003-12-26,36.42
2003-12-29,36.89
2003-12-30,36.91
2003-12-31,36.92
2004-01-01,.
2004-01-02,36.84
2004-01-05,37.28
2004-01-06,37.35
2004-01-07,37.47
2004-01-08,37.65
2004-01-09,37.37
2004-01-12,37.58
2004-01-13,37.40
2004-01-14,37.70
2004-01-15,37.74
2004-01-16,38.02
2004-01-19,.
2004-01-20,38.07
2004-01-21,38.31
2004-01-22,38.19
2004-01-23,38.16
2004-01-26,38.59
2004-01-27,38.23
2004-01-28,37.69
2004-01-29,37.79
2004-01-30,37.74
2004-02-02,37.85
2004-02-03,37.85
2004-02-04,37.47
2004-02-05,37.56
2004-02-06,38.09
2004-02-09,38.05
2004-02-10,38.27
2004-02-11,38.67
2004-02-12,38.49
2004-02-13,38.27
2004-02-16,.
2004-02-17,38.65
2004-02-18,38.49
2004-02-19,38.28
2004-02-20,38.17
2004-02-23,37.99
2004-02-24,37.94
2004-02-25,38.14
2004-02-26,38.25
2004-02-27,38.29
2004-03-01,38.69
2004-03-02,38.47
2004-03-03,38.52
2004-03-04,38.69
2004-03-05,38.78
2004-03-08,38.46
2004-03-09,38.21
2004-03-10,37.64
2004-03-11,37.11
2004-03-12,37.61
2004-03-15,37.03
2004-03-16,37.19
2004-03-17,37.66
2004-03-18,37.59
2004-03-19,37.22
2004-03-22,36.71
2004-03-23,36.68
2004-03-24,36.57
2004-03-25,37.19
2004-03-26,37.18
2004-03-29,37.68
2004-03-30,37.87
2004-03-31,37.88
2004-04-01,38.11
2004-04-02,38.44
2004-04-05,38.71
2004-04-06,38.58
2004-04-07,38.39
2004-04-08,38.33
2004-04-09,.
2004-04-12,38.49
2004-04-13,37.92
2004-04-14,37.84
2004-04-15,37.84
2004-04-16,38.03
2004-04-19,38.11
2004-04-20,37.52
2004-04-21,37.74
2004-04-22,38.29
2004-04-23,38.28
2004-04-26,38.14
2004-04-27,38.21
2004-04-28,37.66
2004-04-29,37.32
2004-04-30,37.07
2004-05-03,37.40
2004-05-04,37.49
2004-05-05,37.57
2004-05-06,37.28
2004-05-07,36.71
2004-05-10,36.24
2004-05-11,36.59
2004-05-12,36.63
2004-05-13,36.61
2004-05-14,36.56
2004-05-17,36.16
2004-05-18,36.44
2004-05-19,36.36
2004-05-20,36.38
2004-05-21,36.54
2004-05-24,36.66
2004-05-25,37.27
2004-05-26,37.38
2004-05-27,37.57
2004-05-28,37.58
2004-05-31,.
2004-06-01,37.63
2004-06-02,37.75
2004-06-03,37.42
2004-06-04,37.63
2004-06-07,38.23
2004-06-08,38.26
2004-06-09,37.88
2004-06-10,38.01
2004-06-11,.
2004-06-14,37.61
2004-06-15,37.89
2004-06-16,37.95
2004-06-17,37.91
2004-06-18,37.99
2004-06-21,37.84
2004-06-22,37.98
2004-06-23,38.33
2004-06-24,38.23
2004-06-25,38.13
2004-06-28,38.07
2004-06-29,38.17
2004-06-30,38.37
2004-07-01,37.97
2004-07-02,37.88
2004-07-05,.
2004-07-06,37.53
2004-07-07,37.60
2004-07-08,37.24
2004-07-09,37.36
2004-07-12,37.38
2004-07-13,37.41
2004-07-14,37.29
2004-07-15,37.19
2004-07-16,36.99
2004-07-19,36.96
2004-07-20,37.26
2004-07-21,36.71
2004-07-22,36.75
2004-07-23,36.38
2004-07-26,36.23
2004-07-27,36.63
2004-07-28,36.61
2004-07-29,36.85
2004-07-30,36.90
2004-08-02,37.05
2004-08-03,36.78
2004-08-04,36.72
2004-08-05,36.12
2004-08-06,35.55
2004-08-09,35.57
2004-08-10,36.06
2004-08-11,35.95
2004-08-12,35.52
2004-08-13,35.57
2004-08-16,36.07
2004-08-17,36.18
2004-08-18,36.66
2004-08-19,36.52
2004-08-20,36.82
2004-08-23,36.71
2004-08-24,36.73
2004-08-25,37.03
2004-08-26,37.02
2004-08-27,37.14
2004-08-30,36.84
2004-08-31,37.02
2004-09-01,37.13
2004-09-02,37.54
2004-09-03,37.38
2004-09-06,.
2004-09-07,37.66
2004-09-08,37.48
2004-09-09,37.60
2004-09-10,37.79
